id_passageiro,sobreviveu,classe_bilhete,genero,idade,irmaos_conjuges_abordo,pais_filhos_abordo,numero_bilhete,preco_bilhete,cabine_numero,local_embarque
594,False,3,F,,0,2,364848,7.75,,Queenstown
595,False,2,M,37.0,1,0,SC/AH 29037,26.0,,Southampton
596,False,3,M,36.0,1,1,345773,24.15,,Southampton
597,True,2,F,,0,0,248727,33.0,,Southampton
598,False,3,M,49.0,0,0,LINE,0.0,,Southampton
599,False,3,M,,0,0,2664,7.225,,Cherbourg
600,True,1,M,49.0,1,0,PC 17485,56.9292,A20,Cherbourg
601,True,2,F,24.0,2,1,243847,27.0,,Southampton
602,False,3,M,,0,0,349214,7.8958,,Southampton
603,False,1,M,,0,0,113796,42.4,,Southampton
604,False,3,M,44.0,0,0,364511,8.05,,Southampton
605,True,1,M,35.0,0,0,111426,26.55,,Cherbourg
606,False,3,M,36.0,1,0,349910,15.55,,Southampton
607,False,3,M,30.0,0,0,349246,7.8958,,Southampton
608,True,1,M,27.0,0,0,113804,30.5,,Southampton
609,True,2,F,22.0,1,2,SC/Paris 2123,41.5792,,Cherbourg
610,True,1,F,40.0,0,0,PC 17582,153.4625,C125,Southampton
611,False,3,F,39.0,1,5,347082,31.275,,Southampton
612,False,3,M,,0,0,SOTON/O.Q. 3101305,7.05,,Southampton
613,True,3,F,,1,0,367230,15.5,,Queenstown
614,False,3,M,,0,0,370377,7.75,,Queenstown
615,False,3,M,35.0,0,0,364512,8.05,,Southampton
616,True,2,F,24.0,1,2,220845,65.0,,Southampton
617,False,3,M,34.0,1,1,347080,14.4,,Southampton
618,False,3,F,26.0,1,0,A/5. 3336,16.1,,Southampton
619,True,2,F,4.0,2,1,230136,39.0,F4,Southampton
620,False,2,M,26.0,0,0,31028,10.5,,Southampton
621,False,3,M,27.0,1,0,2659,14.4542,,Cherbourg
622,True,1,M,42.0,1,0,11753,52.5542,D19,Southampton
623,True,3,M,20.0,1,1,2653,15.7417,,Cherbourg
624,False,3,M,21.0,0,0,350029,7.8542,,Southampton
625,False,3,M,21.0,0,0,54636,16.1,,Southampton
626,False,1,M,61.0,0,0,36963,32.3208,D50,Southampton
627,False,2,M,57.0,0,0,219533,12.35,,Queenstown
628,True,1,F,21.0,0,0,13502,77.9583,D9,Southampton
629,False,3,M,26.0,0,0,349224,7.8958,,Southampton
630,False,3,M,,0,0,334912,7.7333,,Queenstown
631,True,1,M,80.0,0,0,27042,30.0,A23,Southampton
632,False,3,M,51.0,0,0,347743,7.0542,,Southampton
633,True,1,M,32.0,0,0,13214,30.5,B50,Cherbourg
634,False,1,M,,0,0,112052,0.0,,Southampton
635,False,3,F,9.0,3,2,347088,27.9,,Southampton
636,True,2,F,28.0,0,0,237668,13.0,,Southampton
637,False,3,M,32.0,0,0,STON/O 2. 3101292,7.925,,Southampton
638,False,2,M,31.0,1,1,C.A. 31921,26.25,,Southampton
639,False,3,F,41.0,0,5,3101295,39.6875,,Southampton
640,False,3,M,,1,0,376564,16.1,,Southampton
641,False,3,M,20.0,0,0,350050,7.8542,,Southampton
642,True,1,F,24.0,0,0,PC 17477,69.3,B35,Cherbourg
643,False,3,F,2.0,3,2,347088,27.9,,Southampton
644,True,3,M,,0,0,1601,56.4958,,Southampton
645,True,3,F,0.75,2,1,2666,19.2583,,Cherbourg
646,True,1,M,48.0,1,0,PC 17572,76.7292,D33,Cherbourg
647,False,3,M,19.0,0,0,349231,7.8958,,Southampton
648,True,1,M,56.0,0,0,13213,35.5,A26,Cherbourg
649,False,3,M,,0,0,S.O./P.P. 751,7.55,,Southampton
650,True,3,F,23.0,0,0,CA. 2314,7.55,,Southampton
651,False,3,M,,0,0,349221,7.8958,,Southampton
652,True,2,F,18.0,0,1,231919,23.0,,Southampton
653,False,3,M,21.0,0,0,8475,8.4333,,Southampton
654,True,3,F,,0,0,330919,7.8292,,Queenstown
655,False,3,F,18.0,0,0,365226,6.75,,Queenstown
656,False,2,M,24.0,2,0,S.O.C. 14879,73.5,,Southampton
657,False,3,M,,0,0,349223,7.8958,,Southampton
658,False,3,F,32.0,1,1,364849,15.5,,Queenstown
659,False,2,M,23.0,0,0,29751,13.0,,Southampton
660,False,1,M,58.0,0,2,35273,113.275,D48,Cherbourg
661,True,1,M,50.0,2,0,PC 17611,133.65,,Southampton
662,False,3,M,40.0,0,0,2623,7.225,,Cherbourg
663,False,1,M,47.0,0,0,5727,25.5875,E58,Southampton
664,False,3,M,36.0,0,0,349210,7.4958,,Southampton
665,True,3,M,20.0,1,0,STON/O 2. 3101285,7.925,,Southampton
666,False,2,M,32.0,2,0,S.O.C. 14879,73.5,,Southampton
667,False,2,M,25.0,0,0,234686,13.0,,Southampton
668,False,3,M,,0,0,312993,7.775,,Southampton
669,False,3,M,43.0,0,0,A/5 3536,8.05,,Southampton
670,True,1,F,,1,0,19996,52.0,C126,Southampton
671,True,2,F,40.0,1,1,29750,39.0,,Southampton
672,False,1,M,31.0,1,0,F.C. 12750,52.0,B71,Southampton
673,False,2,M,70.0,0,0,C.A. 24580,10.5,,Southampton
674,True,2,M,31.0,0,0,244270,13.0,,Southampton
675,False,2,M,,0,0,239856,0.0,,Southampton
676,False,3,M,18.0,0,0,349912,7.775,,Southampton
677,False,3,M,24.5,0,0,342826,8.05,,Southampton
678,True,3,F,18.0,0,0,4138,9.8417,,Southampton
679,False,3,F,43.0,1,6,CA 2144,46.9,,Southampton
680,True,1,M,36.0,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg
681,False,3,F,,0,0,330935,8.1375,,Queenstown
682,True,1,M,27.0,0,0,PC 17572,76.7292,D49,Cherbourg
683,False,3,M,20.0,0,0,6563,9.225,,Southampton
684,False,3,M,14.0,5,2,CA 2144,46.9,,Southampton
685,False,2,M,60.0,1,1,29750,39.0,,Southampton
686,False,2,M,25.0,1,2,SC/Paris 2123,41.5792,,Cherbourg
687,False,3,M,14.0,4,1,3101295,39.6875,,Southampton
688,False,3,M,19.0,0,0,349228,10.1708,,Southampton
689,False,3,M,18.0,0,0,350036,7.7958,,Southampton
690,True,1,F,15.0,0,1,24160,211.3375,B5,Southampton
691,True,1,M,31.0,1,0,17474,57.0,B20,Southampton
692,True,3,F,4.0,0,1,349256,13.4167,,Cherbourg
693,True,3,M,,0,0,1601,56.4958,,Southampton
694,False,3,M,25.0,0,0,2672,7.225,,Cherbourg
695,False,1,M,60.0,0,0,113800,26.55,,Southampton
696,False,2,M,52.0,0,0,248731,13.5,,Southampton
697,False,3,M,44.0,0,0,363592,8.05,,Southampton
698,True,3,F,,0,0,35852,7.7333,,Queenstown
699,False,1,M,49.0,1,1,17421,110.8833,C68,Cherbourg
700,False,3,M,42.0,0,0,348121,7.65,F G63,Southampton
701,True,1,F,18.0,1,0,PC 17757,227.525,C62 C64,Cherbourg
702,True,1,M,35.0,0,0,PC 17475,26.2875,E24,Southampton
703,False,3,F,18.0,0,1,2691,14.4542,,Cherbourg
704,False,3,M,25.0,0,0,36864,7.7417,,Queenstown
705,False,3,M,26.0,1,0,350025,7.8542,,Southampton
706,False,2,M,39.0,0,0,250655,26.0,,Southampton
707,True,2,F,45.0,0,0,223596,13.5,,Southampton
708,True,1,M,42.0,0,0,PC 17476,26.2875,E24,Southampton
709,True,1,F,22.0,0,0,113781,151.55,,Southampton
710,True,3,M,,1,1,2661,15.2458,,Cherbourg
711,True,1,F,24.0,0,0,PC 17482,49.5042,C90,Cherbourg
712,False,1,M,,0,0,113028,26.55,C124,Southampton
713,True,1,M,48.0,1,0,19996,52.0,C126,Southampton
714,False,3,M,29.0,0,0,7545,9.4833,,Southampton
715,False,2,M,52.0,0,0,250647,13.0,,Southampton
716,False,3,M,19.0,0,0,348124,7.65,F G73,Southampton
717,True,1,F,38.0,0,0,PC 17757,227.525,C45,Cherbourg
718,True,2,F,27.0,0,0,34218,10.5,E101,Southampton
719,False,3,M,,0,0,36568,15.5,,Queenstown
720,False,3,M,33.0,0,0,347062,7.775,,Southampton
721,True,2,F,6.0,0,1,248727,33.0,,Southampton
722,False,3,M,17.0,1,0,350048,7.0542,,Southampton
723,False,2,M,34.0,0,0,12233,13.0,,Southampton
724,False,2,M,50.0,0,0,250643,13.0,,Southampton
725,True,1,M,27.0,1,0,113806,53.1,E8,Southampton
726,False,3,M,20.0,0,0,315094,8.6625,,Southampton
727,True,2,F,30.0,3,0,31027,21.0,,Southampton
728,True,3,F,,0,0,36866,7.7375,,Queenstown
729,False,2,M,25.0,1,0,236853,26.0,,Southampton
730,False,3,F,25.0,1,0,STON/O2. 3101271,7.925,,Southampton
731,True,1,F,29.0,0,0,24160,211.3375,B5,Southampton
732,False,3,M,11.0,0,0,2699,18.7875,,Cherbourg
733,False,2,M,,0,0,239855,0.0,,Southampton
734,False,2,M,23.0,0,0,28425,13.0,,Southampton
735,False,2,M,23.0,0,0,233639,13.0,,Southampton
736,False,3,M,28.5,0,0,54636,16.1,,Southampton
737,False,3,F,48.0,1,3,W./C. 6608,34.375,,Southampton
738,True,1,M,35.0,0,0,PC 17755,512.3292,B101,Cherbourg
739,False,3,M,,0,0,349201,7.8958,,Southampton
740,False,3,M,,0,0,349218,7.8958,,Southampton
741,True,1,M,,0,0,16988,30.0,D45,Southampton
742,False,1,M,36.0,1,0,19877,78.85,C46,Southampton
743,True,1,F,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
744,False,3,M,24.0,1,0,376566,16.1,,Southampton
745,True,3,M,31.0,0,0,STON/O 2. 3101288,7.925,,Southampton
746,False,1,M,70.0,1,1,WE/P 5735,71.0,B22,Southampton
747,False,3,M,16.0,1,1,C.A. 2673,20.25,,Southampton
748,True,2,F,30.0,0,0,250648,13.0,,Southampton
749,False,1,M,19.0,1,0,113773,53.1,D30,Southampton
750,False,3,M,31.0,0,0,335097,7.75,,Queenstown
751,True,2,F,4.0,1,1,29103,23.0,,Southampton
752,True,3,M,6.0,0,1,392096,12.475,E121,Southampton
753,False,3,M,33.0,0,0,345780,9.5,,Southampton
754,False,3,M,23.0,0,0,349204,7.8958,,Southampton
755,True,2,F,48.0,1,2,220845,65.0,,Southampton
756,True,2,M,0.67,1,1,250649,14.5,,Southampton
757,False,3,M,28.0,0,0,350042,7.7958,,Southampton
758,False,2,M,18.0,0,0,29108,11.5,,Southampton
759,False,3,M,34.0,0,0,363294,8.05,,Southampton
760,True,1,F,33.0,0,0,110152,86.5,B77,Southampton
761,False,3,M,,0,0,358585,14.5,,Southampton
762,False,3,M,41.0,0,0,SOTON/O2 3101272,7.125,,Southampton
763,True,3,M,20.0,0,0,2663,7.2292,,Cherbourg
764,True,1,F,36.0,1,2,113760,120.0,B96 B98,Southampton
765,False,3,M,16.0,0,0,347074,7.775,,Southampton
766,True,1,F,51.0,1,0,13502,77.9583,D11,Southampton
767,False,1,M,,0,0,112379,39.6,,Cherbourg
768,False,3,F,30.5,0,0,364850,7.75,,Queenstown
769,False,3,M,,1,0,371110,24.15,,Queenstown
770,False,3,M,32.0,0,0,8471,8.3625,,Southampton
771,False,3,M,24.0,0,0,345781,9.5,,Southampton
772,False,3,M,48.0,0,0,350047,7.8542,,Southampton
773,False,2,F,57.0,0,0,S.O./P.P. 3,10.5,E77,Southampton
774,False,3,M,,0,0,2674,7.225,,Cherbourg
775,True,2,F,54.0,1,3,29105,23.0,,Southampton
776,False,3,M,18.0,0,0,347078,7.75,,Southampton
777,False,3,M,,0,0,383121,7.75,F38,Queenstown
778,True,3,F,5.0,0,0,364516,12.475,,Southampton
779,False,3,M,,0,0,36865,7.7375,,Queenstown
780,True,1,F,43.0,0,1,24160,211.3375,B3,Southampton
781,True,3,F,13.0,0,0,2687,7.2292,,Cherbourg
782,True,1,F,17.0,1,0,17474,57.0,B20,Southampton
783,False,1,M,29.0,0,0,113501,30.0,D6,Southampton
784,False,3,M,,1,2,W./C. 6607,23.45,,Southampton
785,False,3,M,25.0,0,0,SOTON/O.Q. 3101312,7.05,,Southampton
786,False,3,M,25.0,0,0,374887,7.25,,Southampton
787,True,3,F,18.0,0,0,3101265,7.4958,,Southampton
788,False,3,M,8.0,4,1,382652,29.125,,Queenstown
789,True,3,M,1.0,1,2,C.A. 2315,20.575,,Southampton
790,False,1,M,46.0,0,0,PC 17593,79.2,B82 B84,Cherbourg
791,False,3,M,,0,0,12460,7.75,,Queenstown
792,False,2,M,16.0,0,0,239865,26.0,,Southampton
793,False,3,F,,8,2,CA. 2343,69.55,,Southampton
794,False,1,M,,0,0,PC 17600,30.6958,,Cherbourg
795,False,3,M,25.0,0,0,349203,7.8958,,Southampton
796,False,2,M,39.0,0,0,28213,13.0,,Southampton
797,True,1,F,49.0,0,0,17465,25.9292,D17,Southampton
798,True,3,F,31.0,0,0,349244,8.6833,,Southampton
799,False,3,M,30.0,0,0,2685,7.2292,,Cherbourg
800,False,3,F,30.0,1,1,345773,24.15,,Southampton
801,False,2,M,34.0,0,0,250647,13.0,,Southampton
802,True,2,F,31.0,1,1,C.A. 31921,26.25,,Southampton
803,True,1,M,11.0,1,2,113760,120.0,B96 B98,Southampton
804,True,3,M,0.42,0,1,2625,8.5167,,Cherbourg
805,True,3,M,27.0,0,0,347089,6.975,,Southampton
806,False,3,M,31.0,0,0,347063,7.775,,Southampton
807,False,1,M,39.0,0,0,112050,0.0,A36,Southampton
808,False,3,F,18.0,0,0,347087,7.775,,Southampton
809,False,2,M,39.0,0,0,248723,13.0,,Southampton
810,True,1,F,33.0,1,0,113806,53.1,E8,Southampton
811,False,3,M,26.0,0,0,3474,7.8875,,Southampton
812,False,3,M,39.0,0,0,A/4 48871,24.15,,Southampton
813,False,2,M,35.0,0,0,28206,10.5,,Southampton
814,False,3,F,6.0,4,2,347082,31.275,,Southampton
815,False,3,M,30.5,0,0,364499,8.05,,Southampton
816,False,1,M,,0,0,112058,0.0,B102,Southampton
817,False,3,F,23.0,0,0,STON/O2. 3101290,7.925,,Southampton
818,False,2,M,31.0,1,1,S.C./PARIS 2079,37.0042,,Cherbourg
819,False,3,M,43.0,0,0,C 7075,6.45,,Southampton
820,False,3,M,10.0,3,2,347088,27.9,,Southampton
821,True,1,F,52.0,1,1,12749,93.5,B69,Southampton
822,True,3,M,27.0,0,0,315098,8.6625,,Southampton
823,False,1,M,38.0,0,0,19972,0.0,,Southampton
824,True,3,F,27.0,0,1,392096,12.475,E121,Southampton
825,False,3,M,2.0,4,1,3101295,39.6875,,Southampton
826,False,3,M,,0,0,368323,6.95,,Queenstown
827,False,3,M,,0,0,1601,56.4958,,Southampton
828,True,2,M,1.0,0,2,S.C./PARIS 2079,37.0042,,Cherbourg
829,True,3,M,,0,0,367228,7.75,,Queenstown
830,True,1,F,62.0,0,0,113572,80.0,B28,
831,True,3,F,15.0,1,0,2659,14.4542,,Cherbourg
832,True,2,M,0.83,1,1,29106,18.75,,Southampton
833,False,3,M,,0,0,2671,7.2292,,Cherbourg
834,False,3,M,23.0,0,0,347468,7.8542,,Southampton
835,False,3,M,18.0,0,0,2223,8.3,,Southampton
836,True,1,F,39.0,1,1,PC 17756,83.1583,E49,Cherbourg
837,False,3,M,21.0,0,0,315097,8.6625,,Southampton
838,False,3,M,,0,0,392092,8.05,,Southampton
839,True,3,M,32.0,0,0,1601,56.4958,,Southampton
840,True,1,M,,0,0,11774,29.7,C47,Cherbourg
841,False,3,M,20.0,0,0,SOTON/O2 3101287,7.925,,Southampton
842,False,2,M,16.0,0,0,S.O./P.P. 3,10.5,,Southampton
843,True,1,F,30.0,0,0,113798,31.0,,Cherbourg
844,False,3,M,34.5,0,0,2683,6.4375,,Cherbourg
845,False,3,M,17.0,0,0,315090,8.6625,,Southampton
846,False,3,M,42.0,0,0,C.A. 5547,7.55,,Southampton
847,False,3,M,,8,2,CA. 2343,69.55,,Southampton
848,False,3,M,35.0,0,0,349213,7.8958,,Cherbourg
849,False,2,M,28.0,0,1,248727,33.0,,Southampton
850,True,1,F,,1,0,17453,89.1042,C92,Cherbourg
851,False,3,M,4.0,4,2,347082,31.275,,Southampton
852,False,3,M,74.0,0,0,347060,7.775,,Southampton
853,False,3,F,9.0,1,1,2678,15.2458,,Cherbourg
854,True,1,F,16.0,0,1,PC 17592,39.4,D28,Southampton
855,False,2,F,44.0,1,0,244252,26.0,,Southampton
856,True,3,F,18.0,0,1,392091,9.35,,Southampton
857,True,1,F,45.0,1,1,36928,164.8667,,Southampton
858,True,1,M,51.0,0,0,113055,26.55,E17,Southampton
859,True,3,F,24.0,0,3,2666,19.2583,,Cherbourg
860,False,3,M,,0,0,2629,7.2292,,Cherbourg
861,False,3,M,41.0,2,0,350026,14.1083,,Southampton
862,False,2,M,21.0,1,0,28134,11.5,,Southampton
863,True,1,F,48.0,0,0,17466,25.9292,D17,Southampton
864,False,3,F,,8,2,CA. 2343,69.55,,Southampton
865,False,2,M,24.0,0,0,233866,13.0,,Southampton
866,True,2,F,42.0,0,0,236852,13.0,,Southampton
867,True,2,F,27.0,1,0,SC/PARIS 2149,13.8583,,Cherbourg
868,False,1,M,31.0,0,0,PC 17590,50.4958,A24,Southampton
869,False,3,M,,0,0,345777,9.5,,Southampton
870,True,3,M,4.0,1,1,347742,11.1333,,Southampton
871,False,3,M,26.0,0,0,349248,7.8958,,Southampton
872,True,1,F,47.0,1,1,11751,52.5542,D35,Southampton
873,False,1,M,33.0,0,0,695,5.0,B51 B53 B55,Southampton
874,False,3,M,47.0,0,0,345765,9.0,,Southampton
875,True,2,F,28.0,1,0,P/PP 3381,24.0,,Cherbourg
876,True,3,F,15.0,0,0,2667,7.225,,Cherbourg
877,False,3,M,20.0,0,0,7534,9.8458,,Southampton
878,False,3,M,19.0,0,0,349212,7.8958,,Southampton
879,False,3,M,,0,0,349217,7.8958,,Southampton
880,True,1,F,56.0,0,1,11767,83.1583,C50,Cherbourg
881,True,2,F,25.0,0,1,230433,26.0,,Southampton
882,False,3,M,33.0,0,0,349257,7.8958,,Southampton
883,False,3,F,22.0,0,0,7552,10.5167,,Southampton
884,False,2,M,28.0,0,0,C.A./SOTON 34068,10.5,,Southampton
885,False,3,M,25.0,0,0,SOTON/OQ 392076,7.05,,Southampton
886,False,3,F,39.0,0,5,382652,29.125,,Queenstown
887,False,2,M,27.0,0,0,211536,13.0,,Southampton
888,True,1,F,19.0,0,0,112053,30.0,B42,Southampton
889,False,3,F,,1,2,W./C. 6607,23.45,,Southampton
890,True,1,M,26.0,0,0,111369,30.0,C148,Cherbourg
891,False,3,M,32.0,0,0,370376,7.75,,Queenstown
